schema_version,feature_id,airport_id,feature_type,status_raw,feature_name,access_mode,access_minutes,latitude_wgs84,longitude_wgs84,distance_km,walk_minutes,bicycle_minutes,car_minutes,recommended_mode,recommended_minutes,verified_target_name,source,data_checked_at
1.2,EKSB:wellness,EKSB,wellness,Grenzfall,"Alsik Hotel & Spa, Sønderborg",Fahrrad,29,54.914975,9.782679,5.53,86,29,8,Fahrrad,29,"Alsik Hotel & Spa, Sønderborg",https://www.visitsonderborg.com/,2026-08-02
1.2,EKSS:techstop,EKSS,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EKSS:breakfast,EKSS,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EKSS:city,EKSS,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EKSS:beach,EKSS,beach,Ja,"Ballen Strand, Samsø",Fahrrad,41,55.818883,10.6375,7.96,124,41,12,Fahrrad,41,"Ballen Strand, Samsø",https://www.visitsamsoe.dk/en/,2026-08-02
1.2,EKSS:lake,EKSS,lake,Nein,,,,,,,,,,,,,https://www.visitsamsoe.dk/en/,2026-08-02
1.2,EKSS:mountain,EKSS,mountain,Nein,,,,,,,,,,,,,https://www.visitsamsoe.dk/en/,2026-08-02
1.2,EKSS:wellness,EKSS,wellness,Nein,,,,,,,,,,,,,https://www.visitsamsoe.dk/en/,2026-08-02
1.2,EKVJ:techstop,EKVJ,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EKVJ:breakfast,EKVJ,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EKVJ:city,EKVJ,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EKVJ:beach,EKVJ,beach,Nein,,,,,,,,,,,,,https://www.visitvesterhavet.com/,2026-08-13
1.2,EKVJ:lake,EKVJ,lake,Ja,"Ringkøbing Fjord, Bork Havn",Auto,25,55.848473,8.277511,16.47,257,86,25,Auto,25,"Ringkøbing Fjord, Bork Havn",https://www.visitvesterhavet.com/,2026-08-02
1.2,EKVJ:mountain,EKVJ,mountain,Nein,,,,,,,,,,,,,https://www.visitvesterhavet.com/,2026-08-02
1.2,EKVJ:wellness,EKVJ,wellness,Nein,,,,,,,,,,,,,https://www.visitvesterhavet.com/,2026-08-02
1.2,EPJA:techstop,EPJA,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,EPJA:breakfast,EPJA,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,EPJA:city,EPJA,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,EPJA:beach,EPJA,beach,Ja,Plaża Jastarnia,zu Fuß,15,54.706507,18.668972,0.95,15,5,1,zu Fuß,15,Plaża Jastarnia,https://www.jastarnia.pl/,2026-08-02
1.2,EPJA:lake,EPJA,lake,Nein,,,,,,,,,,,,,https://www.jastarnia.pl/,2026-08-02
1.2,EPJA:mountain,EPJA,mountain,Nein,,,,,,,,,,,,,https://www.jastarnia.pl/,2026-08-02
1.2,EPJA:wellness,EPJA,wellness,Ja,"Hotel Bryza Resort & Spa, Jurata",Fahrrad,17,54.684983,18.71745,3.28,51,17,5,Fahrrad,17,"Hotel Bryza Resort & Spa, Jurata",https://www.jastarnia.pl/,2026-08-02
1.2,ESMH:techstop,ESMH,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,ESMH:breakfast,ESMH,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,ESMH:city,ESMH,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,ESMH:beach,ESMH,beach,Ja,Höganäs havsbad,Fahrrad,10,56.197939,12.553364,1.92,30,10,3,Fahrrad,10,Höganäs havsbad,https://www.visitskane.com/,2026-08-02
1.2,ESMH:lake,ESMH,lake,Nein,,,,,,,,,,,,,https://www.visitskane.com/,2026-08-02
1.2,ESMH:mountain,ESMH,mountain,Grenzfall,Kullaberg Naturreservat,Auto,18,56.295904,12.46825,11.95,187,62,18,Auto,18,Kullaberg Naturreservat,https://www.visitskane.com/,2026-08-02
1.2,ESMH:wellness,ESMH,wellness,Nein,,,,,,,,,,,,,https://www.visitskane.com/,2026-08-02
1.2,ETSI:techstop,ETSI,techstop,Ja,"Technisch exzellent, aber zeitlich weniger flexibel.",,,,,,,,,,,"Technisch leistungsfähiger Knoten für Bayern, Tschechien und Österreich",https://www.etsi-airport.de/,2026-08-03
1.2,ETSI:breakfast,ETSI,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,ETSI:city,ETSI,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,ETSI:beach,ETSI,beach,Nein,,,,,,,,,,,,,,2026-08-03
1.2,ETSI:lake,ETSI,lake,Nein,,,,,,,,,,,,,,2026-08-03
1.2,ETSI:mountain,ETSI,mountain,Nein,,,,,,,,,,,,,,2026-08-03
1.2,ETSI:wellness,ETSI,wellness,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LDLO:techstop,LDLO,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LDLO:breakfast,LDLO,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LDLO:city,LDLO,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LDLO:beach,LDLO,beach,Ja,Plaža Čikat,Fahrrad,20,44.533232,14.453132,3.89,61,20,6,Fahrrad,20,Plaža Čikat,https://www.visitlosinj.hr/,2026-08-02
1.2,LDLO:lake,LDLO,lake,Nein,,,,,,,,,,,,,https://www.visitlosinj.hr/,2026-08-02
1.2,LDLO:mountain,LDLO,mountain,Nein,,,,,,,,,,,,,https://www.visitlosinj.hr/,2026-08-02
1.2,LDLO:wellness,LDLO,wellness,Ja,"Vitality Hotel Punta, Veli Lošinj",Fahrrad,27,44.523551,14.497041,5.13,80,27,8,Fahrrad,27,"Vitality Hotel Punta, Veli Lošinj",https://www.visitlosinj.hr/,2026-08-02
1.2,LDPV:techstop,LDPV,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LDPV:breakfast,LDPV,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LDPV:city,LDPV,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LDPV:beach,LDPV,beach,Ja,Petalon Vrsar,Fahrrad,15,45.140289,13.602159,2.92,46,15,4,Fahrrad,15,Petalon Vrsar,https://www.crocontrol.hr/,2026-08-02
1.2,LDPV:lake,LDPV,lake,Nein,,,,,,,,,,,,,https://www.crocontrol.hr/,2026-08-02
1.2,LDPV:mountain,LDPV,mountain,Nein,,,,,,,,,,,,,https://www.crocontrol.hr/,2026-08-02
1.2,LDPV:wellness,LDPV,wellness,Nein,,,,,,,,,,,,,https://www.crocontrol.hr/,2026-08-02
1.2,LDRI:techstop,LDRI,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LDRI:breakfast,LDRI,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LDRI:city,LDRI,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LDRI:beach,LDRI,beach,Ja,"Pešja Beach, Omišalj",Fahrrad,9,45.207834,14.551391,1.79,28,9,3,Fahrrad,9,"Pešja Beach, Omišalj",https://www.visitkrk.com/en/,2026-08-02
1.2,LDRI:lake,LDRI,lake,Nein,,,,,,,,,,,,,https://www.visitkrk.com/en/,2026-08-02
1.2,LDRI:mountain,LDRI,mountain,Nein,,,,,,,,,,,,,https://www.visitkrk.com/en/,2026-08-02
1.2,LDRI:wellness,LDRI,wellness,Nein,,,,,,,,,,,,,https://www.visitkrk.com/en/,2026-08-02
1.2,LFAT:techstop,LFAT,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFAT:breakfast,LFAT,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFAT:city,LFAT,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFAT:beach,LFAT,beach,Ja,Plage Le Touquet,Fahrrad,16,50.521976,1.57829,3.03,47,16,5,Fahrrad,16,Plage Le Touquet,https://www.letouquet.com/,2026-08-02
1.2,LFAT:lake,LFAT,lake,Nein,,,,,,,,,,,,,https://www.letouquet.com/,2026-08-02
1.2,LFAT:mountain,LFAT,mountain,Nein,,,,,,,,,,,,,https://www.letouquet.com/,2026-08-02
1.2,LFAT:wellness,LFAT,wellness,Ja,Thalassa Sea & Spa Le Touquet,Fahrrad,16,50.514346,1.578071,3.03,47,16,5,Fahrrad,16,Thalassa Sea & Spa Le Touquet,https://www.letouquet.com/,2026-08-02
1.2,LFGA:techstop,LFGA,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFGA:breakfast,LFGA,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFGA:city,LFGA,city,Ja,Altstadt Colmar,,,,,,,,,,,Altstadt Colmar,,2026-08-04
1.2,LFGA:beach,LFGA,beach,Nein,,,,,,,,,,,,,https://www.tourisme-colmar.com/en/,2026-08-02
1.2,LFGA:lake,LFGA,lake,Nein,,,,,,,,,,,,,https://www.tourisme-colmar.com/en/,2026-08-02
1.2,LFGA:mountain,LFGA,mountain,Grenzfall,"Drei Burgen Eguisheim, Vogesen",Auto,16,48.04004,7.270434,10.2,159,53,16,Auto,16,"Drei Burgen Eguisheim, Vogesen",https://www.tourisme-colmar.com/en/,2026-08-02
1.2,LFGA:wellness,LFGA,wellness,Grenzfall,Balnéo Barrière Ribeauvillé,Fahrrad,45,48.187759,7.347988,8.69,136,45,13,Fahrrad,45,Balnéo Barrière Ribeauvillé,https://www.tourisme-colmar.com/en/,2026-08-02
1.2,LFKB:techstop,LFKB,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFKB:breakfast,LFKB,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFKB:city,LFKB,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFKB:beach,LFKB,beach,Ja,"Plage de la Marana, Borgo",Fahrrad,38,42.5726679,9.5231268,3.9,165,38,15,Fahrrad,38,"Plage de la Marana, Borgo",https://www.bastia-tourisme.com/que-faire/plage-de-la-marana/,2026-08-13
1.2,LFKB:lake,LFKB,lake,Nein,,,,,,,,,,,,,https://www.bastia-tourisme.com/,2026-08-02
1.2,LFKB:mountain,LFKB,mountain,Grenzfall,"Belvédère de Bastia, Pietrabugno",Auto,28,42.717342,9.442344,18.61,291,97,28,Auto,28,"Belvédère de Bastia, Pietrabugno",https://www.bastia-tourisme.com/,2026-08-02
1.2,LFKB:wellness,LFKB,wellness,Nein,,,,,,,,,,,,,https://www.bastia-tourisme.com/,2026-08-02
1.2,LFKF:techstop,LFKF,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFKF:breakfast,LFKF,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFKF:city,LFKF,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFKF:beach,LFKF,beach,Ja,"Plage de San Giovanni, Pianottoli",Fahrrad,31,41.459422,9.051489,5.99,94,31,9,Fahrrad,31,"Plage de San Giovanni, Pianottoli",https://www.bonifacio.fr/,2026-08-02
1.2,LFKF:lake,LFKF,lake,Nein,,,,,,,,,,,,,https://www.bonifacio.fr/,2026-08-02
1.2,LFKF:mountain,LFKF,mountain,Nein,,,,,,,,,,,,,https://www.bonifacio.fr/,2026-08-02
1.2,LFKF:wellness,LFKF,wellness,Nein,,,,,,,,,,,,,https://www.bonifacio.fr/,2026-08-02
1.2,LFKJ:techstop,LFKJ,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFKJ:breakfast,LFKJ,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFKJ:city,LFKJ,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFKJ:beach,LFKJ,beach,Ja,"Plage du Ricanto, Ajaccio",Fahrrad,12,41.926899,8.775829,2.27,35,12,3,Fahrrad,12,"Plage du Ricanto, Ajaccio",https://www.ajaccio-tourisme.com/,2026-08-02
1.2,LFKJ:lake,LFKJ,lake,Nein,,,,,,,,,,,,,https://www.ajaccio-tourisme.com/,2026-08-02
1.2,LFKJ:mountain,LFKJ,mountain,Grenzfall,"Sentier des Crêtes, Bois des Anglais",Fahrrad,33,41.918264,8.725447,6.44,101,33,10,Fahrrad,33,"Sentier des Crêtes, Bois des Anglais",https://www.ajaccio-tourisme.com/,2026-08-02
1.2,LFKJ:wellness,LFKJ,wellness,Grenzfall,"Sofitel Thalassa, Golfe d’Ajaccio",Fahrrad,25,41.883136,8.780296,4.87,76,25,7,Fahrrad,25,"Sofitel Thalassa, Golfe d’Ajaccio",https://www.ajaccio-tourisme.com/,2026-08-02
1.2,LFLP:techstop,LFLP,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFLP:breakfast,LFLP,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFLP:city,LFLP,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFLP:beach,LFLP,beach,Nein,,,,,,,,,,,,,https://en.lac-annecy.com/,2026-08-02
1.2,LFLP:lake,LFLP,lake,Ja,"Plage d’Albigny, Lac d’Annecy",Fahrrad,22,45.904456,6.14856,4.28,67,22,7,Fahrrad,22,"Plage d’Albigny, Lac d’Annecy",https://en.lac-annecy.com/,2026-08-02
1.2,LFLP:mountain,LFLP,mountain,Grenzfall,Mont Veyrier Wanderweg,Fahrrad,26,45.903976,6.159927,5.01,78,26,8,Fahrrad,26,Mont Veyrier Wanderweg,https://en.lac-annecy.com/,2026-08-02
1.2,LFLP:wellness,LFLP,wellness,Grenzfall,Rivage Hôtel & Spa Annecy,Fahrrad,23,45.905979,6.151998,4.38,69,23,7,Fahrrad,23,Rivage Hôtel & Spa Annecy,https://en.lac-annecy.com/,2026-08-02
1.2,LFMD:techstop,LFMD,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFMD:breakfast,LFMD,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFMD:city,LFMD,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFMD:beach,LFMD,beach,Ja,"Plage du Midi, Cannes",Fahrrad,14,43.548159,6.985144,2.64,41,14,4,Fahrrad,14,"Plage du Midi, Cannes",https://www.cannes-france.com/,2026-08-02
1.2,LFMD:lake,LFMD,lake,Nein,,,,,,,,,,,,,https://www.cannes-france.com/,2026-08-02
1.2,LFMD:mountain,LFMD,mountain,Ja,Sentier de l’Estérel,Auto,31,43.409649,6.783035,20.14,315,105,31,Auto,31,Sentier de l’Estérel,https://www.cannes-france.com/,2026-08-02
1.2,LFMD:wellness,LFMD,wellness,Ja,Thermes Marins de Cannes,Fahrrad,24,43.54881,7.010932,4.69,73,24,7,Fahrrad,24,Thermes Marins de Cannes,https://www.cannes-france.com/,2026-08-02
1.2,LFMP:techstop,LFMP,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFMP:breakfast,LFMP,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFMP:city,LFMP,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFMP:beach,LFMP,beach,Nein,,,,,,,,,,,,,https://www.perpignantourisme.com/,2026-08-13
1.2,LFMP:lake,LFMP,lake,Ja,Lac de Villeneuve-de-la-Raho,Auto,19,42.62933,2.905113,12.67,198,66,19,Auto,19,Lac de Villeneuve-de-la-Raho,https://www.perpignantourisme.com/,2026-08-02
1.2,LFMP:mountain,LFMP,mountain,Nein,,,,,,,,,,,,,https://www.perpignantourisme.com/,2026-08-02
1.2,LFMP:wellness,LFMP,wellness,Ja,"Les Flamants Roses Thalasso, Canet",Auto,23,42.674599,3.033066,15.15,237,79,23,Auto,23,"Les Flamants Roses Thalasso, Canet",https://www.perpignantourisme.com/,2026-08-02
1.2,LFMU:techstop,LFMU,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFMU:breakfast,LFMU,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFMU:city,LFMU,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFMU:beach,LFMU,beach,Ja,Plage de Portiragnes,Fahrrad,27,43.277229,3.363072,5.2,81,27,8,Fahrrad,27,Plage de Portiragnes,https://www.beziers.aeroport.fr/en/aviation-privee/aviation-privee/,2026-08-02
1.2,LFMU:lake,LFMU,lake,Nein,,,,,,,,,,,,,https://www.beziers.aeroport.fr/en/aviation-privee/aviation-privee/,2026-08-02
1.2,LFMU:mountain,LFMU,mountain,Nein,,,,,,,,,,,,,https://www.beziers.aeroport.fr/en/aviation-privee/aviation-privee/,2026-08-02
1.2,LFMU:wellness,LFMU,wellness,Nein,,,,,,,,,,,,,https://www.beziers.aeroport.fr/en/aviation-privee/aviation-privee/,2026-08-02
1.2,LFRD:techstop,LFRD,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFRD:breakfast,LFRD,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFRD:city,LFRD,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFRD:beach,LFRD,beach,Ja,"Plage Saint-Enogat, Dinard",Fahrrad,30,48.638889,-2.069124,5.74,90,30,9,Fahrrad,30,"Plage Saint-Enogat, Dinard",https://www.dinardemeraudetourisme.com/,2026-08-02
1.2,LFRD:lake,LFRD,lake,Nein,,,,,,,,,,,,,https://www.dinardemeraudetourisme.com/,2026-08-02
1.2,LFRD:mountain,LFRD,mountain,Nein,,,,,,,,,,,,,https://www.dinardemeraudetourisme.com/,2026-08-02
1.2,LFRD:wellness,LFRD,wellness,Ja,EMERIA Dinard Thalasso & Spa,Fahrrad,30,48.639439,-2.07409,5.76,90,30,9,Fahrrad,30,EMERIA Dinard Thalasso & Spa,https://www.dinardemeraudetourisme.com/,2026-08-02
1.2,LFRF:techstop,LFRF,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFRF:breakfast,LFRF,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFRF:city,LFRF,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFRF:beach,LFRF,beach,Ja,Plage de Donville-les-Bains,Fahrrad,21,48.849893,-1.584201,3.97,62,21,6,Fahrrad,21,Plage de Donville-les-Bains,https://www.tourisme-granville-terre-mer.com/en/,2026-08-02
1.2,LFRF:lake,LFRF,lake,Nein,,,,,,,,,,,,,https://www.tourisme-granville-terre-mer.com/en/,2026-08-02
1.2,LFRF:mountain,LFRF,mountain,Nein,,,,,,,,,,,,,https://www.tourisme-granville-terre-mer.com/en/,2026-08-02
1.2,LFRF:wellness,LFRF,wellness,Ja,"Prévithal Thalasso, Donville",Fahrrad,19,48.852107,-1.581512,3.67,57,19,6,Fahrrad,19,"Prévithal Thalasso, Donville",https://www.tourisme-granville-terre-mer.com/en/,2026-08-02
1.2,LFRG:techstop,LFRG,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFRG:breakfast,LFRG,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFRG:city,LFRG,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFRG:beach,LFRG,beach,Ja,"Les Planches, Deauville",Fahrrad,33,49.361396,0.068081,6.25,98,33,10,Fahrrad,33,"Les Planches, Deauville",https://www.indeauville.fr/,2026-08-02
1.2,LFRG:lake,LFRG,lake,Nein,,,,,,,,,,,,,https://www.indeauville.fr/,2026-08-02
1.2,LFRG:mountain,LFRG,mountain,Nein,,,,,,,,,,,,,https://www.indeauville.fr/,2026-08-02
1.2,LFRG:wellness,LFRG,wellness,Ja,Thalasso Deauville Algotherm,Fahrrad,33,49.359701,0.067049,6.34,99,33,10,Fahrrad,33,Thalasso Deauville Algotherm,https://www.indeauville.fr/,2026-08-02
1.2,LFTH:techstop,LFTH,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LFTH:breakfast,LFTH,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LFTH:city,LFTH,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LFTH:beach,LFTH,beach,Ja,"Plage de l’Almanarre, Hyères",Fahrrad,18,43.068418,6.130002,3.46,54,18,5,Fahrrad,18,"Plage de l’Almanarre, Hyères",https://www.hyeres-tourisme.com/,2026-08-02
1.2,LFTH:lake,LFTH,lake,Nein,,,,,,,,,,,,,https://www.hyeres-tourisme.com/,2026-08-02
1.2,LFTH:mountain,LFTH,mountain,Nein,,,,,,,,,,,,,https://www.hyeres-tourisme.com/,2026-08-02
1.2,LFTH:wellness,LFTH,wellness,Ja,"Thalasso Hyères, Allée de la Mer",Fahrrad,23,43.057634,6.147769,4.41,69,23,7,Fahrrad,23,"Thalasso Hyères, Allée de la Mer",https://www.hyeres-tourisme.com/,2026-08-02
1.2,LIDT:techstop,LIDT,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LIDT:breakfast,LIDT,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LIDT:city,LIDT,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LIDT:beach,LIDT,beach,Nein,,,,,,,,,,,,,https://www.visittrentino.info/en,2026-08-02
1.2,LIDT:lake,LIDT,lake,Ja,Lago di Caldonazzo und Trentiner Natur,Auto,15,46.003223,11.247409,9.73,152,51,15,Auto,15,Lago di Caldonazzo und Trentiner Natur,https://www.visittrentino.info/en,2026-08-02
1.2,LIDT:mountain,LIDT,mountain,Ja,Trentino und Dolomiten,Fahrrad,28,46.069597,11.115777,5.4,84,28,8,Fahrrad,28,Trentino und Dolomiten,https://www.visittrentino.info/en,2026-08-02
1.2,LIDT:wellness,LIDT,wellness,Grenzfall,Terme di Levico,Auto,20,46.014627,11.297362,13.39,209,70,20,Auto,20,Terme di Levico,https://www.visittrentino.info/en,2026-08-02
1.2,LIEA:techstop,LIEA,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LIEA:breakfast,LIEA,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LIEA:city,LIEA,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LIEA:beach,LIEA,beach,Ja,"Spiaggia Maria Pia, Alghero",Fahrrad,30,40.581492,8.309578,5.85,91,30,9,Fahrrad,30,"Spiaggia Maria Pia, Alghero",https://www.algheroturismo.eu/,2026-08-02
1.2,LIEA:lake,LIEA,lake,Nein,,,,,,,,,,,,,https://www.algheroturismo.eu/,2026-08-02
1.2,LIEA:mountain,LIEA,mountain,Nein,,,,,,,,,,,,,https://www.algheroturismo.eu/,2026-08-02
1.2,LIEA:wellness,LIEA,wellness,Grenzfall,"Hotel El Faro, Porto Conte",Fahrrad,44,40.593273,8.205493,8.39,131,44,13,Fahrrad,44,"Hotel El Faro, Porto Conte",https://www.algheroturismo.eu/,2026-08-02
1.2,LIEE:techstop,LIEE,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LIEE:breakfast,LIEE,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LIEE:city,LIEE,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LIEE:beach,LIEE,beach,Nein,,,,,,,,,,,,,https://cagliariturismo.comune.cagliari.it/,2026-08-13
1.2,LIEE:lake,LIEE,lake,Nein,,,,,,,,,,,,,https://cagliariturismo.comune.cagliari.it/,2026-08-02
1.2,LIEE:mountain,LIEE,mountain,Nein,,,,,,,,,,,,,https://cagliariturismo.comune.cagliari.it/,2026-08-02
1.2,LIEE:wellness,LIEE,wellness,Nein,,,,,,,,,,,,,https://cagliariturismo.comune.cagliari.it/,2026-08-02
1.2,LIEO:techstop,LIEO,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LIEO:breakfast,LIEO,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LIEO:city,LIEO,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LIEO:beach,LIEO,beach,Ja,Strände der Costa Smeralda,Fahrrad,31,40.937005,9.567522,5.98,93,31,9,Fahrrad,31,Strände der Costa Smeralda,https://www.olbiaturismo.it/,2026-08-02
1.2,LIEO:lake,LIEO,lake,Nein,,,,,,,,,,,,,https://www.olbiaturismo.it/,2026-08-02
1.2,LIEO:mountain,LIEO,mountain,Grenzfall,"Monte Pino, Olbia",Fahrrad,20,40.922808,9.483803,3.91,61,20,6,Fahrrad,20,"Monte Pino, Olbia",https://www.olbiaturismo.it/,2026-08-02
1.2,LIEO:wellness,LIEO,wellness,Grenzfall,"Tramas Hotel e SPA, Olbia",Fahrrad,17,40.925062,9.502747,3.19,50,17,5,Fahrrad,17,"Tramas Hotel e SPA, Olbia",https://www.olbiaturismo.it/,2026-08-02
1.2,LILQ:techstop,LILQ,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LILQ:breakfast,LILQ,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LILQ:city,LILQ,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LILQ:beach,LILQ,beach,Ja,"Bagno Annetta, Forte dei Marmi",Fahrrad,22,43.952811,10.172345,4.2,66,22,6,Fahrrad,22,"Bagno Annetta, Forte dei Marmi",https://www.visittuscany.com/,2026-08-02
1.2,LILQ:lake,LILQ,lake,Nein,,,,,,,,,,,,,https://www.visittuscany.com/,2026-08-02
1.2,LILQ:mountain,LILQ,mountain,Ja,"Apuanische Alpen, Trail 4 Seravezza",Fahrrad,45,44.030687,10.223895,8.59,134,45,13,Fahrrad,45,"Apuanische Alpen, Trail 4 Seravezza",https://www.visittuscany.com/,2026-08-02
1.2,LILQ:wellness,LILQ,wellness,Ja,"Hotel Principe, Forte dei Marmi",Fahrrad,23,43.951805,10.176174,4.48,70,23,7,Fahrrad,23,"Hotel Principe, Forte dei Marmi",https://www.visittuscany.com/,2026-08-02
1.2,LIMW:techstop,LIMW,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LIMW:breakfast,LIMW,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LIMW:city,LIMW,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LIMW:beach,LIMW,beach,Nein,,,,,,,,,,,,,https://www.lovevda.it/en,2026-08-02
1.2,LIMW:lake,LIMW,lake,Nein,,,,,,,,,,,,,https://www.lovevda.it/en,2026-08-02
1.2,LIMW:mountain,LIMW,mountain,Ja,Seilbahn Aosta–Pila,Fahrrad,20,45.73193,7.319279,3.9,61,20,6,Fahrrad,20,Seilbahn Aosta–Pila,https://www.lovevda.it/en,2026-08-02
1.2,LIMW:wellness,LIMW,wellness,Nein,,,,,,,,,,,,,https://www.lovevda.it/en,2026-08-02
1.2,LIPB:techstop,LIPB,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LIPB:breakfast,LIPB,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
1.2,LIPB:city,LIPB,city,Nein,,,,,,,,,,,,,,2026-08-04
1.2,LIPB:beach,LIPB,beach,Nein,,,,,,,,,,,,,https://www.merano-suedtirol.it/en/,2026-08-02
1.2,LIPB:lake,LIPB,lake,Ja,Südtiroler Natur- und Berglandschaft,,,,,,,,,,,Südtiroler Natur- und Berglandschaft,https://www.merano-suedtirol.it/en/,2026-08-02
1.2,LIPB:mountain,LIPB,mountain,Ja,Ritten und Dolomitenblick,Fahrrad,27,46.499963,11.364145,5.28,83,27,8,Fahrrad,27,Ritten und Dolomitenblick,https://www.merano-suedtirol.it/en/,2026-08-02
1.2,LIPB:wellness,LIPB,wellness,Grenzfall,"Parkhotel Laurin, Bozen",Fahrrad,25,46.498023,11.357052,4.82,75,25,7,Fahrrad,25,"Parkhotel Laurin, Bozen",https://www.merano-suedtirol.it/en/,2026-08-02
1.2,LIPV:techstop,LIPV,techstop,Nein,,,,,,,,,,,,,,2026-08-02
1.2,LIPV:breakfast,LIPV,breakfast,Nein,,,,,,,,,,,,,,2026-08-03
