schema_version,airport_id,icao,airport_name,country_code,timezone_identifier,latitude_wgs84,longitude_wgs84,elevation_ft,distance_edfz_nm,reference_runway,runway_length_m,runway_width_m,runway_surface,grass_only_raw,runway_lda_m,airport_filter,ppr_status,ppr_ga_access,operating_notes,transfer_default,transfer_minutes,airport_note,verification_status,runway_confidence,data_conflict,runway_review_status,runway_review_note,infrastructure_note,source_airport,source_runway,source_coordinates,source_ppr,data_checked_at
1.2,LDPV,LDPV,Vrsar / Rovinj / Istrien,HR,Europe/Zagreb,45.1467,13.6383,139,365,01/19,701,18,Asphalt,Nein,701,aktiv – Qualitätsliste,Nein,offen,,Mietwagen direkt,,"Bei Hitze Performance wegen 700 m, Neigung und Hindernissen prüfen; Kraftstoff nicht fest einplanen. | Aktuelle Kraftstoffverfügbarkeit nicht voraussetzen; bei Hitze 700 m, Steigung und Hindernisse sorgfältig rechnen.",redaktionell geprüft,hoch,Kraftstoff und Pistenkennung quellenstrittig – AIP Hrvatska nötig,korrigiert,701 x 18 m Asphalt (war 700). Pistenkennung 18/36 vs. 01/19 quellenstrittig.,,https://www.crocontrol.hr/,https://www.crocontrol.hr/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen","openAIP + en.wikipedia + de.wikipedia (drei Quellen, s. Konflikte)",2026-08-02
1.2,LDRI,LDRI,Krk / Vrbnik / Šilo,HR,Europe/Zagreb,45.2169,14.5703,278,386,14/32,2500,45,Asphalt,Nein,2500,Passt,Prüfen,Prüfen,,Mietwagen direkt,20,"Regionalairport auf Krk; Mietwagen sinnvoll | Nicht als Rab bezeichnen. Rab hat keinen für die Aquila nutzbaren Landflugplatz. | LDRI ist Rijeka/Krk, nicht Rab. AVGAS 100LL und mehrere Mietwagenanbieter am Flughafen sind bestätigt.",Teilweise verifiziert,hoch,,nicht geprüft,,,https://rijeka-airport.hr/en/,https://rijeka-airport.hr/en/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LFAT,LFAT,Le Touquet,FR,Europe/Paris,50.5174,1.6206,21,253,13/31,1850,40,Asphalt,Nein,1850,aktiv – Qualitätsliste,PPR außerhalb Betriebszeiten,offen,,Fahrrad direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,,nicht geprüft,,"Restaurant am AD, Taxi, Miet-Kfz und Fahrradverleih in der Nähe (AIP).",https://www.aeroport-letouquet.com/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.sia.aviation-civile.gouv.fr/media/dvd/eAIP_19_MAR_2026/FRANCE/AIRAC-2026-03-19/pdf/FR-AD-2.LFAT-fr-FR.pdf,2026-08-02
1.2,LFGA,LFGA,Colmar / Weinorte,FR,Europe/Paris,48.11,7.3592,627,116,01/19,1610,30,Asphalt,Nein,1610,Passt,Prüfen,Prüfen,,Taxi/Mietwagen,10,"Öffentlicher Airport; AVGAS aktuell bestätigt | Restaurant liegt beim Hotel direkt neben dem Flugplatz, nicht zwingend im Terminal.",Teilweise verifiziert,hoch,,nicht geprüft,,,https://colmar.aeroport.fr/,https://colmar.aeroport.fr/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LFKB,LFKB,Bastia / Cap Corse,FR,Europe/Paris,42.5528,9.4839,26,448,16/34,2520,45,Asphalt,Nein,2520,aktiv – Qualitätsliste,Nein,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,Kein PPR – Kraftstoff unbelegt,nicht geprüft,,,https://bastia.aeroport.fr/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",ops.group France Summer BizAv Parking Tips + en.wikipedia (zwei Quellen),2026-08-02
1.2,LFKF,LFKF,Figari / Bonifacio,FR,Europe/Paris,41.5006,9.0978,85,510,05/23,2480,45,Asphalt,Nein,2480,aktiv – Qualitätsliste,PPR,PPR,,Mietwagen direkt,,PPR und Mietwagenbedarf dauerhaft anzeigen. | General Aviation PPR per E-Mail; 100LL ebenfalls nur nach Voranmeldung. Große Mietwagenanbieter am Flughafen; für die touristisch attraktiven Küstenorte erforderlich.,redaktionell geprüft,mittel,,nicht geprüft,,,https://figari-aeroport.cci.corsica/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",INTERN: Airport-Hinweis der Zeile,2026-08-02
1.2,LFKJ,LFKJ,Ajaccio,FR,Europe/Paris,41.9236,8.8029,19,484,02/20,2407,45,Asphalt,Nein,2407,aktiv – Qualitätsliste,PPR,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,Slot und PPR Pflicht; Barzahlung max. 750 € je Lieferung,nicht geprüft,,,https://ajaccio-aeroport.cci.corsica/en/services-and-shopping/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",AIP/VAC LFKJ (acula.corsica) + ops.group France Summer Parking (zwei Quellen),2026-08-02
1.2,LFLP,LFLP,Annecy / Lac d’Annecy,FR,Europe/Paris,45.9294,6.1064,1516,256,04/22,1630,30,Asphalt,Nein,1630,Passt,Prüfen,Prüfen,,Taxi/Mietwagen,35,GA akzeptiert; Transfer nach Duingt organisieren,Teilweise verifiziert,hoch,,nicht geprüft,,,https://www.annecy-airport.com/,https://www.annecy-airport.com/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LFMD,LFMD,Cannes-Mandelieu,FR,Europe/Paris,43.542,6.9535,14,389,17/35,1540,45,Asphalt,Nein,1540,aktiv – Qualitätsliste,Nein,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,,bestätigt,"17/35 1540 x 45 m bestätigt. FEHLT: Zweitbahn 04/22 760 x 18 m, überwiegend Helikopter.",,https://en.cannes.aeroport.fr/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.sia.aviation-civile.gouv.fr/media/dvd/eAIP_30_OCT_2025/Atlas-VAC/PDF_AIPparSSection/VAC/AD/AD-2.LFMD.pdf,2026-08-02
1.2,LFMP,LFMP,Perpignan / Collioure,FR,Europe/Paris,42.7404,2.8707,144,486,15/33,2500,45,Asphalt,Nein,2500,aktiv – Qualitätsliste,offen,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,,nicht geprüft,,,https://www.aeroport-perpignan.com/page/booking,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LFMU,LFMU,Béziers / Cap d’Agde / Portiragnes,FR,Europe/Paris,43.3235,3.354,56,445,09/27,1820,45,Asphalt,Nein,1820,aktiv – Qualitätsliste,PPR,offen,,Mietwagen direkt,,"Operations-Anmeldung; bei Non-Schengen 48 h Vorlauf. | Für Strand, Cap d’Agde und SUP ist ein Mietwagen die praktikabelste Lösung.",redaktionell geprüft,mittel,,nicht geprüft,,,https://www.beziers.aeroport.fr/en/aviation-privee/aviation-privee/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",INTERN: Airport-Hinweis der Zeile,2026-08-02
1.2,LFRD,LFRD,Dinard / Saint-Malo,FR,Europe/Paris,48.5878,-2.08,219,410,17/35,2200,45,Asphalt,Nein,2200,aktiv – Qualitätsliste,Prüfen,offen,,Taxi/ÖPNV/Transfer prüfen,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,Überflug Dinard und St-Malo zu vermeiden,nicht geprüft,,,https://www.dinard.aeroport.fr/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",AIP France AD 2 LFRD (dircam) + Carte VAC France Carburant (zwei Quellen),2026-08-02
1.2,LFRF,LFRF,Granville,FR,Europe/Paris,48.8831,-1.5642,45,385,06/24,960,30,Asphalt,Nein,960,Mit Vorbehalt,PPR saisonal,saisonal/PPR,,Taxi,15,Betriebszeit und Einreise vorab schriftlich klären,Teilweise verifiziert,hoch,,nicht geprüft,,,https://www.aeroport-granville.fr/,https://www.aeroport-granville.fr/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LFRG,LFRG,Deauville / Honfleur,FR,Europe/Paris,49.3653,0.1542,479,313,12/30,2550,45,Asphalt,Nein,2550,aktiv – Qualitätsliste,PPR,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,Stellplatz genehmigungspflichtig; Mietwagen nur in der Stadt,nicht geprüft,,"Mietwagen und Geldautomat NUR IN DER STADT, nicht am Platz.",https://www.deauville.aeroport.fr/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen","AIP France AD 2 LFRG (SIA, AIRAC 27-NOV-2025) + dircam MIAC (zwei Quellen)",2026-08-02
1.2,LFTH,LFTH,Toulon-Hyères / Porquerolles,FR,Europe/Paris,43.0973,6.146,13,421,05/23,2120,45,Asphalt,Nein,2120,aktiv – Qualitätsliste,PPR,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,REDAKTIONELL PRÜFEN: PPR 48 h über Handling-Agent – Rang 40 fraglich,nicht geprüft,,,https://www.toulon-hyeres.aeroport.fr/en/shops-services/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.toulon-hyeres.aeroport.fr/en/business-aviation/business-aviation-1,2026-08-02
1.2,LIDT,LIDT,Trento / Levico,IT,Europe/Rome,46.0214,11.1242,610,265,18/36,1130,30,Asphalt,Nein,1130,Passt,Nein,Nein,,Taxi/Mietwagen,20,"Aktueller Pilot Guide: GA offen, kein PPR, Kraftstoffe",Teilweise verifiziert,hoch,,nicht geprüft,,,https://www.trentinotrasporti.it/images/allegati/Aeroporto/Briefing_Packag_for_pilot_-_Trento_Airport.pdf,https://www.trentinotrasporti.it/images/allegati/Aeroporto/Briefing_Packag_for_pilot_-_Trento_Airport.pdf,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LIEA,LIEA,Alghero,IT,Europe/Rome,40.6321,8.2907,87,560,02/20,3000,45,Asphalt,Nein,3000,aktiv – Qualitätsliste,PPR,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,KEIN AVGAS – Rückflug aus Ankunftsreserve planen,nicht geprüft,,"Mietwagen aller Anbieter am Platz, Touristeninfo im Terminal, Linienbus nach Alghero.",https://www.aeroportodialghero.it/guida-aeroporto/mangiare-e-bere/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",fliegen-in-italien.de/sardinien + PPRuNe Sardinien-Threads (zwei Quellen),2026-08-02
1.2,LIEE,LIEE,Cagliari / Poetto,IT,Europe/Rome,39.2515,9.0543,13,644,14/32,2803,45,Asphalt,Nein,2803,aktiv – Qualitätsliste,PPR,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,"AVGAS ja, aber teuerster Platz Sardiniens",nicht geprüft,,,https://www.sogaer.it/en/food-beverage,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",fliegen-in-italien.de/sardinien + peter2000.co.uk Sardinien-Reisebericht (zwei Quellen),2026-08-02
1.2,LIEO,LIEO,Olbia / Costa Smeralda,IT,Europe/Rome,40.8987,9.5176,37,547,05/23,2745,45,Asphalt,Nein,2745,aktiv – Qualitätsliste,PPR,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,"AVGAS ja, aber Jun–Sep bis 90 min Wartezeit; VLA <600 kg nicht zugelassen",nicht geprüft,,"Zentrum unter 10 min mit dem Auto, Buslinie 10 alle 45 min zum GA-Terminal.",https://www.geasar.it/en/airport-guide/food-beverages/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",eccelsa.com/fbo-services + fliegen-in-italien.de (zwei Quellen),2026-08-02
1.2,LILQ,LILQ,Massa-Cinquale / Versilia,IT,Europe/Rome,43.9825,10.14,13,368,05/23,720,20,Gras,Ja,720,aktiv – Qualitätsliste,Prüfen,offen,,Fahrrad direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,STARTVERBOT Sa/So 12:30–15:30 LT vom 20.06.–15.09.,bestätigt,Angaben decken sich mit ENAC-Unterlagen.,,https://www.aeroportomassacinquale.it/,https://aeroportodeimarmi.com/index.php/informazioni-per-i-piloti/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",it.wikipedia + ENAC Regolamento di Scalo + qnhfly (drei Quellen),2026-08-02
1.2,LIMW,LIMW,Aosta / Pila,IT,Europe/Rome,45.7385,7.3687,1791,256,09/27,1246,30,Asphalt,Nein,1246,Mit Vorbehalt,PPR,PPR,,Taxi/Mietwagen,20,"Alpine Verfahren, PPR und Kraftstoff bestätigen",Teilweise verifiziert,hoch,,nicht geprüft,,,https://www.aeroportoaosta.it/,https://www.aeroportoaosta.it/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LIPB,LIPB,Bozen / Ritten,IT,Europe/Rome,46.4602,11.3264,787,246,01/19,1740,45,Asphalt,Nein,1740,Mit Vorbehalt,Prüfen,Prüfen,,Bus/Taxi/Mietwagen,20,Sehr gutes Ziel; nicht als Avgas-Tankstopp planen,Teilweise verifiziert,hoch,"KORRIGIERT: AVGAS war ""Nein"" – Survey und eigener Hinweistext belegen AVGAS",strittig,"Tabelle 1740 m, mehrere Quellen nennen rund 1300 m. Zwingend gegen AIP Italia prüfen.",,https://www.bolzanoairport.it/en/,https://www.bolzanoairport.it/en/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LIPV,LIPV,Venedig / Lido,IT,Europe/Rome,45.4281,12.3897,13,322,05/23,994,45,Gras,Ja,994,aktiv – Qualitätsliste,Nein,offen,,Fahrrad in der Umgebung,,Exakter Restaurantname und Betreiber sollten vor Produktivimport noch bestätigt werden.,teilweise verifiziert,hoch,,bestätigt,Angaben decken sich mit AIP Italia AD 2 LIPV.,,https://www.aeroportonicelli.com/,https://www.aeroportonicelli.com/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.aeroportonicelli.com/wp-content/uploads/2021/11/AIP.pdf,2026-08-02
1.2,LIRJ,LIRJ,Elba / Marina di Campo,IT,Europe/Rome,42.7603,10.2394,26,441,16/34,949,23,Asphalt,Nein,949,aktiv – Qualitätsliste,Nein,offen,,Mietwagen direkt,,Bewertungen eines lokalen Vermieters sind teils deutlich negativ.,teilweise verifiziert,mittel,"Start nur RWY 34, Landung nur RWY 16 – Pistenbreite quellenstrittig",teilweise,Länge 949 m bestätigt. Breite strittig: 23 m (2 Quellen) vs. 30 m (Betreiber).,"Auto-, Roller- und Fahrradverleih plus Taxi am Terminal bestätigt.",https://www.elbaisland-airport.it/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",AIP Italia AD 2 LIRJ 1-1 + elbaisland-airport.it + infoelba.net (drei Quellen),2026-08-02
1.2,LJBL,LJBL,Bled / Radovljica,SI,Europe/Ljubljana,46.3575,14.1739,1654,324,14/32,1130,23,Asphalt,Nein,1130,Passt,Ja,Ja,,Taxi,15,PPR; Treibstoffstatus vorab klären,Teilweise verifiziert,hoch,,nicht geprüft,,,https://lesce-airport.si/,https://lesce-airport.si/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LJBO,LJBO,Bovec / Soča-Tal,SI,Europe/Ljubljana,46.3283,13.5514,1417,308,07/25,850,40,Gras,Ja,850,aktiv – Qualitätsliste,PPR,PPR,,Taxi/ÖPNV/Transfer prüfen,,"Alpines Tal, Fallschirmsprungbetrieb und PPR beachten. | Der Betreiber bietet lokale Transport-/Handlinghilfe; konkreten Transfer vorab anfragen.",redaktionell geprüft,mittel,"PPR-Vorlauf falsch: Tabelle 2 h, Quellen 24–48 h",nicht geprüft,,"Bar/Restaurant am Platz, Ort Bovec 800 m entfernt.",https://www.bovec-airport.com/,https://www.bovec-airport.com/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",ourairports.com (NOTAM-Zitat) + airfield.directory (zwei Quellen),2026-08-02
1.2,LJMB,LJMB,Maribor / Pohorje,SI,Europe/Ljubljana,46.4797,15.6861,876,367,14/32,2500,45,Asphalt,Nein,2500,Mit Vorbehalt,Prüfen,Prüfen,,Taxi/Mietwagen,25,Betrieb und Kolbenkraftstoff vorab bestätigen,Teilweise verifiziert,hoch,,nicht geprüft,,,https://www.mbx-airport.si/en/,https://www.mbx-airport.si/en/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LJPZ,LJPZ,Izola / Piran,SI,Europe/Ljubljana,45.4734,13.615,7,349,15/33,1200,30,Asphalt,Nein,1200,Passt,Prüfen,Prüfen,,Taxi/E-Bike/Mietwagen direkt,0,Ausgesprochen GA-orientiert; E-Bikes am Airport,Teilweise verifiziert,hoch,,nicht geprüft,,,https://www.portoroz-airport.si/en,https://www.portoroz-airport.si/en,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LKKV,LKKV,Karlovy Vary,CZ,Europe/Prague,50.2029,12.915,1989,184,11/29,2150,30,Asphalt,Nein,2150,Passt,Sonderregelung,Fly & Visit 1 Tag,,Transfer inklusive Paket,15,Fly & Visit mit fairer Pauschale; sehr gutes Gesamtpaket,Verifiziert,hoch,,nicht geprüft,,,https://www.airport-k-vary.cz/en/fly-and-visit/,https://www.airport-k-vary.cz/en/fly-and-visit/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LOGM,LOGM,Mariazell / Erlaufsee / Bürgeralpe,AT,Europe/Vienna,47.7961,15.3072,2820,312,15/33,500,18,Asphalt,Nein,500,aktiv – Qualitätsliste,PPR,PPR,,Taxi/ÖPNV/Transfer prüfen,,"Kurze alpine Piste und PPR/HX als stabile Hinweise. | Mariazell, Erlaufsee und Bergbahnen sind mit kurzem Taxi-/Fahrradtransfer erreichbar.",redaktionell geprüft,mittel,,bestätigt,500 m Asphalt plus 500 m Gras bestätigt.,,https://www.mariazell.at/mariazeller-land/vereine/segelfliegen/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://de.wikipedia.org/wiki/Flugplatz_Mariazell,2026-08-02
1.2,LOGO,LOGO,Niederöblarn / Schladming-Dachstein,AT,Europe/Vienna,47.4767,14.0083,2142,277,03/21,730,30,Asphalt,Nein,730,aktiv – Qualitätsliste,PPR,PPR,,Taxi/ÖPNV/Transfer prüfen,,PPR sowie NW-Wind-/Fallwindhinweis. | Hotel und Wellnessbereich liegen unmittelbar am Flugplatz.,redaktionell geprüft,mittel,,bestätigt,730 m Asphalt bestätigt. Hotel mit 45 Zimmern am Platz.,"Drei-Sterne-Hotel mit 45 Zimmern, Restaurant, Fitness, Tennis, Kletterwand am Platz.",https://www.sportsarea.at/,https://www.sportsarea.at/de/flugsport/piloteninformation/allgemeines.php,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.fliegermagazin.de/flugplaetze/flugplatz-niederoeblarn-logo/,2026-08-02
1.2,LOIH,LOIH,Hohenems / Bregenzerwald,AT,Europe/Vienna,47.385,9.7,1352,167,04/22,630,18,Asphalt,Nein,630,Passt,Prüfen,Prüfen,,Mietwagen,25,Niedrige bis moderate Gebühren; AVGAS/MOGAS | Saisonal zusätzlich Fliegerstüble mit Getränken und kleinen Snacks.,Teilweise verifiziert,hoch,MOGAS nur 95 Oktan – praktisch nur für Rotax,nicht geprüft,,,https://www.loih.at/,https://www.loih.at/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LOIJ,LOIJ,St. Johann in Tirol,AT,Europe/Vienna,47.5203,12.4472,2198,225,13/31,750,18,Asphalt,Nein,750,Passt,Ja,Ja,,Taxi / Ort nah,10,"Freundlich; Gebühren höher als Clubplatz, aber vertretbar",Verifiziert,hoch,bestätigt; aus DE kein Flugplan nötig,nicht geprüft,,,https://www.loij.at/,https://www.loij.at/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LOKL,LOKL,Lienz / Lienzer Dolomiten,AT,Europe/Vienna,46.8425,12.8064,2093,264,12/30,620,18,Asphalt,Nein,500,aktiv – Qualitätsliste,PPR saisonal,PPR,Montag und Dienstag regelmäßig geschlossen.,Taxi/ÖPNV/Transfer prüfen,,500-m-Leistungsrechnung und Nordföhnwarnung dauerhaft anzeigen. | Taxi/Transfer nach Lienz und zu Bergzielen vorab organisieren.,redaktionell geprüft,hoch,,korrigiert,"620 m physisch, LDA 500 m. Spalte war auf 500 m gesetzt – Konvention vereinheitlicht.",,https://www.flugplatz-lienz.at/flugplatz/flugplatzinfo/piloteninfo,https://www.flugplatz-lienz.at/flugplatz/flugplatzinfo/piloteninfo,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://www.flugplatz-lienz.at/flugplatz/flugplatzinfo/piloteninfo,2026-08-02
1.2,LOLU,LOLU,Gmunden / Traunsee / Grünberg,AT,Europe/Vienna,47.9331,13.8225,1670,256,08/26,600,18,Asphalt,Nein,500,aktiv – Qualitätsliste,PPR,offen,,Taxi/ÖPNV/Transfer prüfen,,See und Berge jeweils etwa 15 Minuten; kein Spezialgenehmigungsplatz. | Anbietername und Mobilitätsangebote vor Produktivimport nochmals direkt beim Platz bestätigen.,redaktionell geprüft,mittel,"Saisonplatz 15.03.–15.10., max 2 t MTOW, Sprit nur bar",korrigiert,"Tabellenwert 550 war die LDA der 07. Startstrecke beidseitig 600 m, LDA 25 nur 500 m.","Restaurant komplett neu gestaltet, ganzjährig geöffnet.",https://www.fliegerclub-traunsee.at/der-flugplatz/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",fliegerclub-traunsee.at/pilots + de.wikipedia + salzkammergut.at (drei Quellen),2026-08-02
1.2,LOSM,LOSM,Mauterndorf / Lungau,AT,Europe/Vienna,47.1361,13.6892,3642,279,07/25,820,25,Gras,Ja,700,aktiv – Qualitätsliste,PPR,PPR,,Taxi/ÖPNV/Transfer prüfen,,"Mountain Airfield, Gras, Dichtehöhe und Föhn dauerhaft prominent. | Ort Mauterndorf liegt nur rund 0,5 NM entfernt; Transfer vorab mit dem Betreiber abstimmen.",redaktionell geprüft,hoch,,bestätigt,Platzhöhe 1110 m / 3642 ft bestätigt – höchster Flugplatz Österreichs.,,https://www.losm.at/en/airfield.html,https://www.losm.at/en/pilot-information.html,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://de.wikipedia.org/wiki/Flugplatz_Mauterndorf,2026-08-02
1.2,LOWI,LOWI,Innsbruck,AT,Europe/Vienna,47.2602,11.3439,1907,206,08/26,2000,45,Asphalt,Nein,2000,Mit Vorbehalt,Slots teilweise,Slots teils Winter,,Bus F,15,"Großer Airport, teurer und operativ anspruchsvoller",Teilweise verifiziert,hoch,bestätigt; AVGAS teurer als in Deutschland,nicht geprüft,,,https://www.innsbruck-airport.com/en/,https://www.innsbruck-airport.com/en/business-aviation/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LOWK,LOWK,Klagenfurt / Wörthersee,AT,Europe/Vienna,46.6425,14.3377,1470,318,10L/28R,2720,45,Asphalt,Nein,2720,aktiv – Qualitätsliste,offen,offen,,Mietwagen direkt,,Aktuelle AIP/NOTAM und Betreiberinformation vor jedem Flug prüfen.,teilweise verifiziert,mittel,Belag korrigiert: Beton -> Asphalt (3 Quellen),korrigiert,"2720 x 45 m bestätigt, Belag von ""Beton"" auf ASPHALT korrigiert (3 Quellen). Parallele Graspiste 10R/28L 710 x 25 m fehlt.",,https://www.klagenfurt-airport.at/de/passagiere-besucher/am-flughafen/gastronomie-shops,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LOWS,LOWS,Salzburg / Salzkammergut,AT,Europe/Vienna,47.7933,13.0043,1411,232,15/33,2750,45,Beton,Nein,2750,Mit Vorbehalt,Prüfen,Prüfen,,Bahn/Mietwagen,75,Verkehrsflughafen; Gebühren/Handling tagesaktuell prüfen,Teilweise verifiziert,hoch,"Belag ""Beton"" nach Klagenfurt-Befund zu prüfen",nicht geprüft,,,https://www.salzburg-airport.com/,https://www.salzburg-airport.com/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LOWZ,LOWZ,Zell am See,AT,Europe/Vienna,47.2925,12.7883,2470,244,07/25,780,18,Asphalt,Nein,780,Passt,Prüfen,Prüfen,,Taxi/Bus/Bike direkt,10,"AVGAS und Super Plus; Rental direkt",Teilweise verifiziert,hoch,MOGAS ist 98 Oktan; Pistenkennung 07/25 vs. 08/26 strittig,strittig,"Pistenkennung: Tabelle 07/25, eine Quelle nennt 08/26.",,https://lowz.at/en/home-en/,https://lowz.at/en/home-en/,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",,2026-08-02
1.2,LSGL,LSGL,Lausanne / Lavaux,CH,Europe/Zurich,46.5453,6.6167,2041,214,18/36,875,23,Beton,Nein,875,aktiv – Qualitätsliste,offen,offen,,Taxi/ÖPNV/Transfer prüfen,,"POE: Ja; Schweizer Zollflugplatz. Zollanmeldung gemäß Betreiberverfahren, bei Nicht-Schengen-Flügen mit längerer Vorlaufzeit. Aktuelle AIP/NOTAM prüfen.",redaktionell geprüft,hoch,,nicht geprüft,,,https://www.lausanne-airport.ch/,https://raw.githubusercontent.com/davidmegginson/ourairports-data/main/runways.csv,"ARP, redaktionell erfasst – vor Publikation gegen AIP prüfen",https://flight.lausanne-airport.ch/pilotes/douane.html,2026-08-15
